Date and Time,Wheelchair Base Response
06/08/2019 09:58:48,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:58:48,STATUS: MOVEMENT,,
06/08/2019 09:58:48,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:58:49,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:58:49,STATUS: MOVEMENT,,
06/08/2019 09:58:49,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:58:50,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:58:50,STATUS: MOVEMENT,,
06/08/2019 09:58:50,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:58:51,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:58:51,STATUS: MOVEMENT,,
06/08/2019 09:58:51,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:58:52,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:58:52,STATUS: MOVEMENT,,
06/08/2019 09:58:52,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:58:53,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:58:53,STATUS: MOVEMENT,,
06/08/2019 09:58:53,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:58:54,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:58:54,STATUS: MOVEMENT,,
06/08/2019 09:58:54,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:58:55,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:58:55,STATUS: MOVEMENT,,
06/08/2019 09:58:55,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:58:56,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:58:56,STATUS: MOVEMENT,,
06/08/2019 09:58:56,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:58:57,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:58:57,STATUS: MOVEMENT,,
06/08/2019 09:58:57,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:58:58,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:58:58,STATUS: MOVEMENT,,
06/08/2019 09:58:58,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:58:59,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:58:59,STATUS: MOVEMENT,,
06/08/2019 09:58:59,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:00,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:00,STATUS: MOVEMENT,,
06/08/2019 09:59:00,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:01,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:01,STATUS: MOVEMENT,,
06/08/2019 09:59:01,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:02,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:02,STATUS: MOVEMENT,,
06/08/2019 09:59:02,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:03,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:03,STATUS: MOVEMENT,,
06/08/2019 09:59:03,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:04,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:04,STATUS: MOVEMENT,,
06/08/2019 09:59:04,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:05,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:05,STATUS: MOVEMENT,,
06/08/2019 09:59:05,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:06,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:06,STATUS: MOVEMENT,,
06/08/2019 09:59:06,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:07,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:07,STATUS: MOVEMENT,,
06/08/2019 09:59:07,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:08,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:08,STATUS: MOVEMENT,,
06/08/2019 09:59:08,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:09,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:09,STATUS: MOVEMENT,,
06/08/2019 09:59:09,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:10,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:10,STATUS: MOVEMENT,,
06/08/2019 09:59:10,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:11,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:11,STATUS: MOVEMENT,,
06/08/2019 09:59:11,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:12,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:12,STATUS: MOVEMENT,,
06/08/2019 09:59:12,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:13,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:13,STATUS: MOVEMENT,,
06/08/2019 09:59:13,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:14,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:14,STATUS: MOVEMENT,,
06/08/2019 09:59:14,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:15,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:15,STATUS: MOVEMENT,,
06/08/2019 09:59:15,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:16,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:16,STATUS: MOVEMENT,,
06/08/2019 09:59:16,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:17,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:17,STATUS: MOVEMENT,,
06/08/2019 09:59:17,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:18,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:18,STATUS: MOVEMENT,,
06/08/2019 09:59:18,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:19,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:19,STATUS: MOVEMENT,,
06/08/2019 09:59:19,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:20,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:20,STATUS: MOVEMENT,,
06/08/2019 09:59:20,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:21,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:21,STATUS: MOVEMENT,,
06/08/2019 09:59:21,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:22,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:22,STATUS: MOVEMENT,,
06/08/2019 09:59:22,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:23,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:23,STATUS: MOVEMENT,,
06/08/2019 09:59:23,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:24,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:24,STATUS: MOVEMENT,,
06/08/2019 09:59:24,STATUS: TELEMETRY,20.315V,0.000A,0.000A
