Date and Time,Command String Passed
06/08/2019 10:24:36,t,r,-270
06/08/2019 10:24:36,t,l,240
06/08/2019 10:24:36,t,l,240
06/08/2019 10:24:36,t,l,270
06/08/2019 10:24:36,t,r,-270
06/08/2019 10:24:37,t,l,270
06/08/2019 10:24:37,t,l,250
06/08/2019 10:24:37,t,r,-260
06/08/2019 10:24:36,t,r,-240
06/08/2019 10:24:37,t,r,-260
06/08/2019 10:24:37,t,r,-240
06/08/2019 10:24:37,t,r,-260
06/08/2019 10:24:36,t,l,280
06/08/2019 10:24:38,t,r,-260
06/08/2019 10:24:37,t,r,-230
06/08/2019 10:24:38,t,r,-290
06/08/2019 10:24:38,t,l,220
06/08/2019 10:24:38,t,l,270
06/08/2019 10:24:38,t,r,-240
06/08/2019 10:24:37,t,l,250
06/08/2019 10:24:38,t,l,250
06/08/2019 10:24:38,t,l,250
06/08/2019 10:24:38,t,l,210
06/08/2019 10:24:38,t,r,-290
06/08/2019 10:24:39,t,r,-290
06/08/2019 10:24:39,t,l,210
06/08/2019 10:24:39,t,l,240
06/08/2019 10:24:40,t,l,180
06/08/2019 10:24:39,t,r,-290
06/08/2019 10:24:40,t,r,-290
06/08/2019 10:24:40,t,l,70
06/08/2019 10:24:40,t,r,-350
06/08/2019 10:24:40,t,l,130
06/08/2019 10:24:40,t,r,-330
06/08/2019 10:24:39,t,r,-270
06/08/2019 10:24:40,t,r,-270
06/08/2019 10:24:41,t,l,130
06/08/2019 10:24:41,t,r,-330
06/08/2019 10:24:40,t,l,240
06/08/2019 10:24:41,t,l,90
06/08/2019 10:24:41,t,r,-340
06/08/2019 10:24:40,t,r,-310
06/08/2019 10:24:41,t,r,-360
06/08/2019 10:24:41,t,l,0
06/08/2019 10:24:41,t,r,-350
06/08/2019 10:24:41,t,l,-30
06/08/2019 10:24:42,t,l,-30
06/08/2019 10:24:42,t,r,-350
06/08/2019 10:24:42,t,r,-350
06/08/2019 10:24:42,t,l,-30
06/08/2019 10:24:43,t,l,0
06/08/2019 10:24:43,t,l,260
06/08/2019 10:24:42,t,r,-350
06/08/2019 10:24:43,t,l,280
06/08/2019 10:24:43,t,r,-350
06/08/2019 10:24:43,t,l,90
06/08/2019 10:24:43,t,r,-350
06/08/2019 10:24:44,t,l,70
06/08/2019 10:24:43,t,r,-360
06/08/2019 10:24:44,t,r,-350
06/08/2019 10:24:44,t,l,70
06/08/2019 10:24:44,t,r,-350
06/08/2019 10:24:43,t,r,-250
06/08/2019 10:24:44,t,l,70
06/08/2019 10:24:44,t,r,-350
06/08/2019 10:24:43,t,r,-220
06/08/2019 10:24:44,t,r,-350
06/08/2019 10:24:44,t,l,70
06/08/2019 10:24:45,t,r,-350
06/08/2019 10:24:45,t,l,70
06/08/2019 10:24:45,t,l,70
06/08/2019 10:24:45,t,r,-350
06/08/2019 10:24:45,t,r,-350
06/08/2019 10:24:45,t,l,70
06/08/2019 10:24:45,t,l,70
06/08/2019 10:24:45,t,r,-350
06/08/2019 10:24:46,t,l,250
06/08/2019 10:24:46,t,l,220
06/08/2019 10:24:46,t,r,-290
06/08/2019 10:24:46,t,r,-260
06/08/2019 10:24:46,t,r,-280
06/08/2019 10:24:47,t,r,-280
06/08/2019 10:24:47,t,r,-280
06/08/2019 10:24:47,t,r,-280
06/08/2019 10:24:47,t,r,-280
06/08/2019 10:24:47,t,r,-280
06/08/2019 10:24:46,t,l,220
06/08/2019 10:24:47,t,l,220
06/08/2019 10:24:47,t,l,220
06/08/2019 10:24:47,t,l,220
06/08/2019 10:24:47,t,l,220
06/08/2019 10:24:48,t,l,220
06/08/2019 10:24:48,t,r,-280
06/08/2019 10:24:48,t,l,220
06/08/2019 10:24:48,t,r,-280
06/08/2019 10:24:48,t,l,220
06/08/2019 10:24:48,t,r,-280
06/08/2019 10:24:48,t,r,-280
06/08/2019 10:24:48,t,l,220
06/08/2019 10:24:49,t,l,220
06/08/2019 10:24:49,t,r,-280
06/08/2019 10:24:49,t,l,220
06/08/2019 10:24:49,t,r,-280
06/08/2019 10:24:49,t,r,-280
06/08/2019 10:24:49,t,l,220
06/08/2019 10:24:49,t,r,-280
06/08/2019 10:24:49,t,l,220
06/08/2019 10:24:50,t,l,220
06/08/2019 10:24:50,t,r,-280
06/08/2019 10:24:50,t,r,-280
06/08/2019 10:24:50,t,l,220
06/08/2019 10:24:50,t,r,-280
06/08/2019 10:24:50,t,l,220
06/08/2019 10:24:50,t,r,-280
06/08/2019 10:24:50,t,l,220
06/08/2019 10:24:51,t,r,-280
06/08/2019 10:24:51,t,l,220
06/08/2019 10:24:51,t,r,-280
06/08/2019 10:24:51,t,l,220
06/08/2019 10:24:51,t,r,-280
06/08/2019 10:24:51,t,l,220
06/08/2019 10:24:51,t,l,220
06/08/2019 10:24:51,t,r,-280
06/08/2019 10:24:52,t,r,-280
06/08/2019 10:24:52,t,r,-280
06/08/2019 10:24:52,t,r,-280
06/08/2019 10:24:52,t,r,-280
06/08/2019 10:24:53,t,r,-280
06/08/2019 10:24:52,t,l,220
06/08/2019 10:24:53,t,l,220
06/08/2019 10:24:53,t,l,220
06/08/2019 10:24:53,t,l,220
